workload,total_num_tasks,total_task_durations,total_num_objects,total_object_sizes,norm_critical_path,num_nodes,worker_per_node,data_transfer_cost,scheduler,total job completion
rnn,428,3.1384637356,427,595024,0.8847018434,6,4,100, location_aware,972828.921327
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,0.001, location_aware,35.657327
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,0.01, location_aware,96.281327
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,0.1, location_aware,702.521327
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,1, location_aware,6764.921327
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,10, location_aware,67388.921327
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,100, location_aware,673628.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,0.001, location_aware,168.320077
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,0.01, location_aware,1431.632077
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,0.1, location_aware,14064.752077
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,1, location_aware,140395.952077
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,10, location_aware,1403707.952077
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,100, location_aware,14036827.952078
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,0.001, location_aware,41.321327
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,0.01, location_aware,152.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,0.1, location_aware,1268.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,1, location_aware,12428.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,10, location_aware,124028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,100, location_aware,1240028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,0.001, location_aware,38.649327
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,0.01, location_aware,126.201327
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,0.1, location_aware,1001.721327
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,1, location_aware,9756.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,10, location_aware,97308.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,100, location_aware,972828.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,0.001, location_aware,35.657327
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,0.01, location_aware,96.281327
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,0.1, location_aware,702.521327
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,1, location_aware,6764.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,10, location_aware,67388.921327
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,100, location_aware,673628.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,0.001, location_aware,168.320077
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,0.01, location_aware,1431.632077
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,0.1, location_aware,14064.752077
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,1, location_aware,140395.952077
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,10, location_aware,1403707.952077
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,100, location_aware,14036827.952078
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,0.001, location_aware,41.321327
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,0.01, location_aware,152.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,0.1, location_aware,1268.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,1, location_aware,12428.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,10, location_aware,124028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,100, location_aware,1240028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,0.001, location_aware,38.649327
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,0.01, location_aware,126.201327
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,0.1, location_aware,1001.721327
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,1, location_aware,9756.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,10, location_aware,97308.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,100, location_aware,972828.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,0.001, location_aware,35.657327
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,0.01, location_aware,96.281327
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,0.1, location_aware,702.521327
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,1, location_aware,6764.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,10, location_aware,67388.921327
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,100, location_aware,673628.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,0.001, location_aware,168.320077
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,0.01, location_aware,1431.632077
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,0.1, location_aware,14064.752077
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,1, location_aware,140395.952077
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,10, location_aware,1403707.952077
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,100, location_aware,14036827.952078
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,0.001, location_aware,41.321327
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,0.01, location_aware,152.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,0.1, location_aware,1268.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,1, location_aware,12428.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,10, location_aware,124028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,100, location_aware,1240028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,0.001, location_aware,38.649327
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,0.01, location_aware,126.201327
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,0.1, location_aware,1001.721327
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,1, location_aware,9756.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,10, location_aware,97308.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,100, location_aware,972828.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,0.001, location_aware,35.657327
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,0.01, location_aware,96.281327
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,0.1, location_aware,702.521327
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,1, location_aware,6764.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,10, location_aware,67388.921327
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,100, location_aware,673628.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,0.001, location_aware,168.320077
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,0.01, location_aware,1431.632077
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,0.1, location_aware,14064.752077
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,1, location_aware,140395.952077
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,10, location_aware,1403707.952077
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,100, location_aware,14036827.952078
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,0.001, location_aware,41.321327
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,0.01, location_aware,152.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,0.1, location_aware,1268.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,1, location_aware,12428.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,10, location_aware,124028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,100, location_aware,1240028.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,0.001, location_aware,38.649327
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,0.01, location_aware,126.201327
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,0.1, location_aware,1001.721327
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,1, location_aware,9756.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,10, location_aware,97308.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,100, location_aware,972828.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,0.001, location_aware,35.657327
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,0.01, location_aware,96.281327
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,0.1, location_aware,702.521327
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,1, location_aware,6764.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,10, location_aware,67388.921327
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,100, location_aware,673628.921327
rnn,428,3.1384637356,427,595024,0.8847018434,5,2,0.001, trivial_local,143.957111
rnn,428,3.1384637356,427,595024,0.8847018434,5,2,0.01, trivial_local,1234.325111
rnn,428,3.1384637356,427,595024,0.8847018434,5,2,0.1, trivial_local,12138.005111
rnn,428,3.1384637356,427,595024,0.8847018434,5,2,1, trivial_local,121174.805111
rnn,428,3.1384637356,427,595024,0.8847018434,5,2,10, trivial_local,1211542.805111
rnn,428,3.1384637356,427,595024,0.8847018434,5,2,100, trivial_local,12115222.805111
rnn,428,3.1384637356,427,595024,0.8847018434,5,3,0.001, trivial_local,25.531957
rnn,428,3.1384637356,427,595024,0.8847018434,5,3,0.01, trivial_local,52.459957
rnn,428,3.1384637356,427,595024,0.8847018434,5,3,0.1, trivial_local,321.739957
rnn,428,3.1384637356,427,595024,0.8847018434,5,3,1, trivial_local,3014.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,3,10, trivial_local,29942.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,3,100, trivial_local,299222.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,4,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,4,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,4,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,4,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,4,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,4,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,5,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,5,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,5,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,5,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,5,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,5,5,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,2,0.001, trivial_local,143.957111
rnn,428,3.1384637356,427,595024,0.8847018434,6,2,0.01, trivial_local,1234.325111
rnn,428,3.1384637356,427,595024,0.8847018434,6,2,0.1, trivial_local,12138.005111
rnn,428,3.1384637356,427,595024,0.8847018434,6,2,1, trivial_local,121174.805111
rnn,428,3.1384637356,427,595024,0.8847018434,6,2,10, trivial_local,1211542.805111
rnn,428,3.1384637356,427,595024,0.8847018434,6,2,100, trivial_local,12115222.805111
rnn,428,3.1384637356,427,595024,0.8847018434,6,3,0.001, trivial_local,25.531957
rnn,428,3.1384637356,427,595024,0.8847018434,6,3,0.01, trivial_local,52.459957
rnn,428,3.1384637356,427,595024,0.8847018434,6,3,0.1, trivial_local,321.739957
rnn,428,3.1384637356,427,595024,0.8847018434,6,3,1, trivial_local,3014.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,3,10, trivial_local,29942.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,3,100, trivial_local,299222.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,4,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,4,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,4,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,4,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,4,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,4,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,6,5,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,0.001, trivial_local,143.957111
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,0.01, trivial_local,1234.325111
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,0.1, trivial_local,12138.005111
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,1, trivial_local,121174.805111
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,10, trivial_local,1211542.805111
rnn,428,3.1384637356,427,595024,0.8847018434,7,2,100, trivial_local,12115222.805111
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,0.001, trivial_local,25.531957
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,0.01, trivial_local,52.459957
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,0.1, trivial_local,321.739957
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,1, trivial_local,3014.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,10, trivial_local,29942.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,3,100, trivial_local,299222.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,4,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,7,5,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,0.001, trivial_local,143.957111
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,0.01, trivial_local,1234.325111
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,0.1, trivial_local,12138.005111
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,1, trivial_local,121174.805111
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,10, trivial_local,1211542.805111
rnn,428,3.1384637356,427,595024,0.8847018434,8,2,100, trivial_local,12115222.805111
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,0.001, trivial_local,25.531957
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,0.01, trivial_local,52.459957
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,0.1, trivial_local,321.739957
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,1, trivial_local,3014.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,10, trivial_local,29942.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,3,100, trivial_local,299222.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,4,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,8,5,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,0.001, trivial_local,143.957111
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,0.01, trivial_local,1234.325111
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,0.1, trivial_local,12138.005111
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,1, trivial_local,121174.805111
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,10, trivial_local,1211542.805111
rnn,428,3.1384637356,427,595024,0.8847018434,9,2,100, trivial_local,12115222.805111
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,0.001, trivial_local,25.531957
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,0.01, trivial_local,52.459957
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,0.1, trivial_local,321.739957
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,1, trivial_local,3014.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,10, trivial_local,29942.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,3,100, trivial_local,299222.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,4,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,9,5,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,0.001, trivial_local,143.957111
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,0.01, trivial_local,1234.325111
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,0.1, trivial_local,12138.005111
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,1, trivial_local,121174.805111
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,10, trivial_local,1211542.805111
rnn,428,3.1384637356,427,595024,0.8847018434,10,2,100, trivial_local,12115222.805111
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,0.001, trivial_local,25.531957
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,0.01, trivial_local,52.459957
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,0.1, trivial_local,321.739957
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,1, trivial_local,3014.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,10, trivial_local,29942.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,3,100, trivial_local,299222.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,4,100, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,0.001, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,0.01, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,0.1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,1, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,10, trivial_local,22.539957
rnn,428,3.1384637356,427,595024,0.8847018434,10,5,100, trivial_local,22.539957
rnn,639,5.0489904881,638,885856,0.8381548927,5,2,0.001, trivial,310.459257
rnn,639,5.0489904881,638,885856,0.8381548927,5,2,0.01, trivial,2787.547257
rnn,639,5.0489904881,638,885856,0.8381548927,5,2,0.1, trivial,27558.427257
rnn,639,5.0489904881,638,885856,0.8381548927,5,2,1, trivial,275267.227257
rnn,639,5.0489904881,638,885856,0.8381548927,5,2,10, trivial,2752355.227257
rnn,639,5.0489904881,638,885856,0.8381548927,5,2,100, trivial,27523235.227258
rnn,639,5.0489904881,638,885856,0.8381548927,5,3,0.001, trivial,143.064427
rnn,639,5.0489904881,638,885856,0.8381548927,5,3,0.01, trivial,1112.040427
rnn,639,5.0489904881,638,885856,0.8381548927,5,3,0.1, trivial,10801.800427
rnn,639,5.0489904881,638,885856,0.8381548927,5,3,1, trivial,107699.400427
rnn,639,5.0489904881,638,885856,0.8381548927,5,3,10, trivial,1076675.400427
rnn,639,5.0489904881,638,885856,0.8381548927,5,3,100, trivial,10766435.400427
rnn,639,5.0489904881,638,885856,0.8381548927,5,4,0.001, trivial,46.923855
rnn,639,5.0489904881,638,885856,0.8381548927,5,4,0.01, trivial,149.883855
rnn,639,5.0489904881,638,885856,0.8381548927,5,4,0.1, trivial,1179.483855
rnn,639,5.0489904881,638,885856,0.8381548927,5,4,1, trivial,11475.483855
rnn,639,5.0489904881,638,885856,0.8381548927,5,4,10, trivial,114435.483855
rnn,639,5.0489904881,638,885856,0.8381548927,5,4,100, trivial,1144035.483855
rnn,639,5.0489904881,638,885856,0.8381548927,5,5,0.001, trivial,43.931855
rnn,639,5.0489904881,638,885856,0.8381548927,5,5,0.01, trivial,119.963855
rnn,639,5.0489904881,638,885856,0.8381548927,5,5,0.1, trivial,880.283855
rnn,639,5.0489904881,638,885856,0.8381548927,5,5,1, trivial,8483.483855
rnn,639,5.0489904881,638,885856,0.8381548927,5,5,10, trivial,84515.483855
rnn,639,5.0489904881,638,885856,0.8381548927,5,5,100, trivial,844835.483855
rnn,639,5.0489904881,638,885856,0.8381548927,6,2,0.001, trivial,310.459257
rnn,639,5.0489904881,638,885856,0.8381548927,6,2,0.01, trivial,2787.547257
rnn,639,5.0489904881,638,885856,0.8381548927,6,2,0.1, trivial,27558.427257
rnn,639,5.0489904881,638,885856,0.8381548927,6,2,1, trivial,275267.227257
rnn,639,5.0489904881,638,885856,0.8381548927,6,2,10, trivial,2752355.227257
rnn,639,5.0489904881,638,885856,0.8381548927,6,2,100, trivial,27523235.227258
rnn,639,5.0489904881,638,885856,0.8381548927,6,3,0.001, trivial,143.064427
rnn,639,5.0489904881,638,885856,0.8381548927,6,3,0.01, trivial,1112.040427
rnn,639,5.0489904881,638,885856,0.8381548927,6,3,0.1, trivial,10801.800427
rnn,639,5.0489904881,638,885856,0.8381548927,6,3,1, trivial,107699.400427
rnn,639,5.0489904881,638,885856,0.8381548927,6,3,10, trivial,1076675.400427
rnn,639,5.0489904881,638,885856,0.8381548927,6,3,100, trivial,10766435.400427
rnn,639,5.0489904881,638,885856,0.8381548927,6,4,0.001, trivial,46.923855
rnn,639,5.0489904881,638,885856,0.8381548927,6,4,0.01, trivial,149.883855
rnn,639,5.0489904881,638,885856,0.8381548927,6,4,0.1, trivial,1179.483855
rnn,639,5.0489904881,638,885856,0.8381548927,6,4,1, trivial,11475.483855
rnn,639,5.0489904881,638,885856,0.8381548927,6,4,10, trivial,114435.483855
rnn,639,5.0489904881,638,885856,0.8381548927,6,4,100, trivial,1144035.483855
rnn,639,5.0489904881,638,885856,0.8381548927,6,5,0.001, trivial,43.931855
rnn,639,5.0489904881,638,885856,0.8381548927,6,5,0.01, trivial,119.963855
rnn,639,5.0489904881,638,885856,0.8381548927,6,5,0.1, trivial,880.283855
rnn,639,5.0489904881,638,885856,0.8381548927,6,5,1, trivial,8483.483855
rnn,639,5.0489904881,638,885856,0.8381548927,6,5,10, trivial,84515.483855
rnn,639,5.0489904881,638,885856,0.8381548927,6,5,100, trivial,844835.483855
rnn,639,5.0489904881,638,885856,0.8381548927,7,2,0.001, trivial,310.459257
rnn,639,5.0489904881,638,885856,0.8381548927,7,2,0.01, trivial,2787.547257
rnn,639,5.0489904881,638,885856,0.8381548927,7,2,0.1, trivial,27558.427257
rnn,639,5.0489904881,638,885856,0.8381548927,7,2,1, trivial,275267.227257
rnn,639,5.0489904881,638,885856,0.8381548927,7,2,10, trivial,2752355.227257
rnn,639,5.0489904881,638,885856,0.8381548927,7,2,100, trivial,27523235.227258
rnn,639,5.0489904881,638,885856,0.8381548927,7,3,0.001, trivial,143.064427
rnn,639,5.0489904881,638,885856,0.8381548927,7,3,0.01, trivial,1112.040427
rnn,639,5.0489904881,638,885856,0.8381548927,7,3,0.1, trivial,10801.800427
rnn,639,5.0489904881,638,885856,0.8381548927,7,3,1, trivial,107699.400427
rnn,639,5.0489904881,638,885856,0.8381548927,7,3,10, trivial,1076675.400427
rnn,639,5.0489904881,638,885856,0.8381548927,7,3,100, trivial,10766435.400427
rnn,639,5.0489904881,638,885856,0.8381548927,7,4,0.001, trivial,46.923855
rnn,639,5.0489904881,638,885856,0.8381548927,7,4,0.01, trivial,149.883855
rnn,639,5.0489904881,638,885856,0.8381548927,7,4,0.1, trivial,1179.483855
rnn,639,5.0489904881,638,885856,0.8381548927,7,4,1, trivial,11475.483855
rnn,639,5.0489904881,638,885856,0.8381548927,7,4,10, trivial,114435.483855
rnn,639,5.0489904881,638,885856,0.8381548927,7,4,100, trivial,1144035.483855
rnn,639,5.0489904881,638,885856,0.8381548927,7,5,0.001, trivial,43.931855
rnn,639,5.0489904881,638,885856,0.8381548927,7,5,0.01, trivial,119.963855
rnn,639,5.0489904881,638,885856,0.8381548927,7,5,0.1, trivial,880.283855
rnn,639,5.0489904881,638,885856,0.8381548927,7,5,1, trivial,8483.483855
rnn,639,5.0489904881,638,885856,0.8381548927,7,5,10, trivial,84515.483855
rnn,639,5.0489904881,638,885856,0.8381548927,7,5,100, trivial,844835.483855
rnn,639,5.0489904881,638,885856,0.8381548927,8,2,0.001, trivial,310.459257
rnn,639,5.0489904881,638,885856,0.8381548927,8,2,0.01, trivial,2787.547257
rnn,639,5.0489904881,638,885856,0.8381548927,8,2,0.1, trivial,27558.427257
rnn,639,5.0489904881,638,885856,0.8381548927,8,2,1, trivial,275267.227257
rnn,639,5.0489904881,638,885856,0.8381548927,8,2,10, trivial,2752355.227257
