workers,scale,num_steps,1 layer average time,1 layer 90th precntile,1 layer worst time, 2 layers average time,2 layers 90th precntile,2 layers worst time, 3 layers average time,3 layers 90th precntile,3 layers worst time, 4 layers average time,4 layers 90th precntile,4 layers worst time, 5 layers average time,5 layers 90th precntile,5 layers worst time, 6 layers average time,6 layers 90th precntile,6 layers worst time
1,5,1,0.00295510292053,0.0025851726532,0.0110430717468,0.00291285514832,0.00322890281677,0.00770902633667,0.00339212417603,0.00423192977905,0.00745892524719,0.00396997928619,0.00583505630493,0.00624394416809,0.00446560382843,0.006108045578,0.00637316703796,0.0051967382431,0.00757598876953,0.00839900970459
1,10,1,0.00227997303009,0.00324201583862,0.00353908538818,0.00395197868347,0.00384902954102,0.0153260231018,0.00430681705475,0.00534510612488,0.0104880332947,0.00666298866272,0.0154550075531,0.0173778533936,0.0059602022171,0.00819182395935,0.00936508178711,0.00799987316132,0.0118789672852,0.0177400112152
1,15,1,0.00246996879578,0.00309801101685,0.00360608100891,0.00385627746582,0.00546789169312,0.00572800636292,0.00542471408844,0.00782704353333,0.00853395462036,0.00739853382111,0.0115451812744,0.0115489959717,0.00913436412811,0.0143330097198,0.0146040916443,0.0112973690033,0.0167779922485,0.0197141170502
1,20,1,0.00329568386078,0.00444793701172,0.0047459602356,0.00588610172272,0.00859308242798,0.00922083854675,0.00876798629761,0.0124878883362,0.0146639347076,0.0129982233047,0.0191810131073,0.0213420391083,0.0181587219238,0.0337488651276,0.0384769439697,0.0222507476807,0.0362498760223,0.0506918430328
1,25,1,0.00584483146667,0.00565385818481,0.0228989124298,0.00829946994781,0.0116090774536,0.0140609741211,0.0123234510422,0.019406080246,0.020831823349,0.0168228149414,0.0254039764404,0.0276358127594,0.022692990303,0.033595085144,0.0365641117096,0.0315266132355,0.0433461666107,0.0446610450745
1,5,2,0.0034373998642,0.00430393218994,0.00824213027954,0.00376029014587,0.00504302978516,0.00548100471497,0.00583252906799,0.00771188735962,0.0129010677338,0.00616519451141,0.00864601135254,0.00939607620239,0.00778534412384,0.012405872345,0.0128939151764,0.0095358133316,0.0144839286804,0.0152590274811
1,10,2,0.00312774181366,0.00425696372986,0.00430297851562,0.00449914932251,0.00643801689148,0.00704908370972,0.00738480091095,0.0136229991913,0.0147979259491,0.0080881357193,0.0118629932404,0.0131139755249,0.0102279663086,0.0154209136963,0.0165548324585,0.0130816221237,0.0192408561707,0.0242569446564
1,15,2,0.00577387809753,0.00542092323303,0.0239019393921,0.00694026947021,0.010134935379,0.013454914093,0.00960559844971,0.0142538547516,0.0160591602325,0.0129229068756,0.0205399990082,0.0220558643341,0.017115855217,0.0275981426239,0.0277569293976,0.0209701299667,0.0317401885986,0.036563873291
1,20,2,0.00549249649048,0.00799107551575,0.00873899459839,0.0105009317398,0.0159919261932,0.0163741111755,0.0163783311844,0.0252499580383,0.0314519405365,0.0218091487885,0.0354990959167,0.0368831157684,0.0337362527847,0.0635561943054,0.0728430747986,0.0365869998932,0.0574018955231,0.0598049163818
1,25,2,0.00713958740234,0.0100021362305,0.014270067215,0.0162287473679,0.024297952652,0.0356721878052,0.0322644472122,0.0565459728241,0.0797619819641,0.0339298009872,0.0538601875305,0.0661859512329,0.0441413164139,0.0711231231689,0.0759179592133,0.0573216915131,0.0931379795074,0.111896038055
1,5,3,0.00435228347778,0.00543403625488,0.0067310333252,0.00562350749969,0.00811100006104,0.0082061290741,0.00737226009369,0.0105350017548,0.0109970569611,0.0116070508957,0.0146360397339,0.0346767902374,0.0116345643997,0.0171399116516,0.0202929973602,0.0140062093735,0.0208930969238,0.0257670879364
1,10,3,0.00449469089508,0.00588607788086,0.00985789299011,0.00817289352417,0.0102789402008,0.0304269790649,0.0118457555771,0.0133419036865,0.0453598499298,0.0192402839661,0.0419569015503,0.0630550384521,0.0191732883453,0.0232450962067,0.0687630176544,0.023296713829,0.0281300544739,0.0840349197388
1,15,3,0.00499427318573,0.00686812400818,0.00748205184937,0.00952186584473,0.0141630172729,0.015172958374,0.0141252756119,0.0223231315613,0.024425983429,0.0230810165405,0.038703918457,0.0509960651398,0.0248745441437,0.037250995636,0.0422701835632,0.0307108640671,0.0516200065613,0.0520920753479
1,20,3,0.00783658027649,0.013002872467,0.0135080814362,0.014999294281,0.0222430229187,0.0254700183868,0.0245730876923,0.0410490036011,0.0411510467529,0.0344910383224,0.0504941940308,0.0690240859985,0.0439352750778,0.0756649971008,0.0766320228577,0.053836107254,0.0810141563416,0.10292506218
1,25,3,0.010857796669,0.0154938697815,0.0176260471344,0.0227266073227,0.0330600738525,0.0360651016235,0.0351237297058,0.0560150146484,0.0586462020874,0.0481636762619,0.0752449035645,0.080148935318,0.0627042770386,0.100531101227,0.106835126877,0.0806308031082,0.135924100876,0.142738819122
1,5,4,0.00481369495392,0.00643110275269,0.011403799057,0.00641946792603,0.0100219249725,0.0120320320129,0.00858328342438,0.0144329071045,0.015026807785,0.0107849597931,0.0173609256744,0.0180020332336,0.0146507740021,0.0232920646667,0.0290999412537,0.0169171571732,0.0297720432281,0.0298519134521
1,10,4,0.0050238609314,0.00671792030334,0.00788903236389,0.0082985162735,0.0126729011536,0.0154149532318,0.0117571115494,0.0188729763031,0.0201699733734,0.0163414955139,0.0255949497223,0.0258121490479,0.0217895030975,0.0330879688263,0.0421569347382,0.0292178153992,0.0428328514099,0.0740690231323
1,15,4,0.00736916065216,0.0123782157898,0.0147969722748,0.0150053501129,0.0205950737,0.0303928852081,0.0220466852188,0.0307891368866,0.0556290149689,0.0313878059387,0.0531668663025,0.0677320957184,0.0382068157196,0.065025806427,0.0806691646576,0.0435861110687,0.0759501457214,0.0923779010773
1,20,4,0.00905108451843,0.0142529010773,0.0142948627472,0.0217438697815,0.0330510139465,0.0480608940125,0.0317488193512,0.0519251823425,0.062824010849,0.0425929546356,0.0721750259399,0.0754158496857,0.0598752975464,0.0985419750214,0.106650114059,0.0756687641144,0.11462688446,0.130384922028
1,25,4,0.0132120132446,0.0210869312286,0.0214200019836,0.0293311834335,0.0515298843384,0.0567970275879,0.0496559858322,0.072093963623,0.0790030956268,0.0663593769073,0.100540161133,0.112583875656,0.0936830997467,0.148952007294,0.16218495369,0.115129208565,0.184090137482,0.186471939087
1,5,5,0.00586180686951,0.00761198997498,0.014349937439,0.00846538543701,0.011204957962,0.0199961662292,0.0105893850327,0.0157461166382,0.0173289775848,0.0136024713516,0.0206727981567,0.0238780975342,0.0163932085037,0.025025844574,0.0284299850464,0.0206786870956,0.0327258110046,0.0359139442444
1,10,5,0.00562310218811,0.00839400291443,0.00880599021912,0.0106728553772,0.0163419246674,0.0255460739136,0.0141200065613,0.0221619606018,0.0246629714966,0.0190226793289,0.0293579101562,0.0326068401337,0.0238082408905,0.04132604599,0.0422539710999,0.0292897701263,0.0452058315277,0.058308839798
1,15,5,0.00745248794556,0.0108499526978,0.0118680000305,0.0161078929901,0.0225720405579,0.024071931839,0.0248693704605,0.0360388755798,0.0671229362488,0.0312057971954,0.048660993576,0.057893037796,0.0405381202698,0.0649678707123,0.0712571144104,0.0541606664658,0.0928061008453,0.0975370407104
1,20,5,0.0126713037491,0.0197110176086,0.0247559547424,0.0275911808014,0.0488610267639,0.0548141002655,0.0428420066833,0.0745499134064,0.0808491706848,0.063726401329,0.107481956482,0.113369941711,0.0785707235336,0.123152017593,0.147753000259,0.104690861702,0.150516033173,0.190893888474
1,25,5,0.0196005582809,0.0240650177002,0.0512809753418,0.0456127882004,0.0627558231354,0.121068954468,0.0666599988937,0.104948043823,0.129974126816,0.0919306993484,0.131467103958,0.186758995056,0.119468069077,0.184864044189,0.209497928619,0.140693068504,0.213155031204,0.228008985519
2,5,1,0.00224747657776,0.00258779525757,0.00258803367615,0.00292589664459,0.00345301628113,0.00353789329529,0.00343387126923,0.00385499000549,0.00493884086609,0.00484492778778,0.00593400001526,0.0088050365448,0.00554563999176,0.00682497024536,0.0107960700989,0.00584192276001,0.00724291801453,0.00787305831909
2,10,1,0.00235774517059,0.0028088092804,0.00385093688965,0.0029571056366,0.00410294532776,0.00439190864563,0.00389275550842,0.00546598434448,0.00569486618042,0.00502038002014,0.00691795349121,0.00823593139648,0.00602426528931,0.00848197937012,0.00979995727539,0.00825338363647,0.0136649608612,0.0191569328308
2,15,1,0.002849817276,0.00340294837952,0.00370001792908,0.00457901954651,0.00673317909241,0.0077691078186,0.00635437965393,0.00843501091003,0.0119218826294,0.0087033033371,0.0120759010315,0.0137920379639,0.0104560613632,0.0144560337067,0.0151419639587,0.0146190166473,0.0184369087219,0.0341169834137
2,20,1,0.00371487140656,0.00473403930664,0.0086658000946,0.00654065608978,0.00928401947021,0.0159749984741,0.0104739189148,0.0178542137146,0.0191719532013,0.013423871994,0.0205919742584,0.0206968784332,0.0163513422012,0.0243790149689,0.0274369716644,0.0198760509491,0.0296750068665,0.0323469638824
2,25,1,0.00429100990295,0.00597906112671,0.00604200363159,0.00886070728302,0.0148301124573,0.0179090499878,0.0132179021835,0.021064043045,0.027156829834,0.01661901474,0.0255019664764,0.0294830799103,0.0221436023712,0.0330631732941,0.0388338565826,0.0271675109863,0.0451219081879,0.0465650558472
2,5,2,0.00294001102448,0.00384902954102,0.00486898422241,0.00396075248718,0.00575613975525,0.00682878494263,0.00521879196167,0.00735187530518,0.00873613357544,0.00685918331146,0.0107419490814,0.0111968517303,0.00760672092438,0.0116040706635,0.0118629932404,0.00931739807129,0.0140478610992,0.0152380466461
2,10,2,0.00325779914856,0.00422811508179,0.00530004501343,0.004647397995,0.00678300857544,0.00699400901794,0.00660362243652,0.00958299636841,0.0102481842041,0.0086599111557,0.0132999420166,0.0133099555969,0.0103656053543,0.0154700279236,0.0172100067139,0.0125486373901,0.0190680027008,0.0213139057159
2,15,2,0.00370280742645,0.00526189804077,0.00562596321106,0.00704185962677,0.0100181102753,0.014014005661,0.0109965324402,0.0159451961517,0.0236911773682,0.0174237012863,0.0292518138885,0.0451610088348,0.0168241977692,0.0254390239716,0.029128074646,0.0235313892365,0.036808013916,0.036945104599
2,20,2,0.00552747249603,0.00870490074158,0.0097131729126,0.0136598587036,0.0207970142365,0.0422530174255,0.0195909023285,0.0319721698761,0.0499360561371,0.0236234903336,0.0382158756256,0.0409488677979,0.0321091651917,0.0493981838226,0.0675160884857,0.036280298233,0.0534448623657,0.0661549568176
2,25,2,0.00719711780548,0.0100250244141,0.0143649578094,0.0170547008514,0.0247669219971,0.034029006958,0.0231932401657,0.0358500480652,0.0387921333313,0.0326497793198,0.0496609210968,0.0570571422577,0.0516784191132,0.0960080623627,0.105388879776,0.066620016098,0.124995946884,0.13324213028
2,5,3,0.00362555980682,0.00469183921814,0.00654983520508,0.00621275901794,0.00789594650269,0.0172469615936,0.00766751766205,0.0113899707794,0.0216679573059,0.00982978343964,0.0146338939667,0.0226671695709,0.0105308055878,0.0175199508667,0.0178771018982,0.0126562595367,0.0203211307526,0.0210990905762
2,10,3,0.00514059066772,0.00919699668884,0.00954699516296,0.00755531787872,0.0137791633606,0.0147080421448,0.0107633113861,0.0173230171204,0.0235970020294,0.0144372224808,0.0223660469055,0.0307679176331,0.0168296813965,0.0289299488068,0.0370211601257,0.0215108633041,0.0295348167419,0.0414409637451
2,15,3,0.00556285381317,0.0074770450592,0.00878596305847,0.00957093238831,0.0147018432617,0.0149550437927,0.0141631126404,0.0220429897308,0.0227110385895,0.0216517210007,0.0308129787445,0.0330169200897,0.0305129289627,0.0479671955109,0.0636959075928,0.0429686784744,0.0664019584656,0.0753738880157
2,20,3,0.00707967281342,0.0099139213562,0.0111880302429,0.0147316217422,0.0229859352112,0.024610042572,0.0247669696808,0.0390150547028,0.0409030914307,0.0374403476715,0.0659630298615,0.074324131012,0.0439478635788,0.0653200149536,0.075425863266,0.0587527036667,0.0991899967194,0.125291109085
2,25,3,0.00939121246338,0.0143859386444,0.0165181159973,0.0212962627411,0.0336730480194,0.035728931427,0.0357876062393,0.0530982017517,0.0569100379944,0.0517661094666,0.0773530006409,0.0826690196991,0.0676368951797,0.0956921577454,0.125383138657,0.0802746772766,0.122215032578,0.145138978958
2,5,4,0.00494525432587,0.00631594657898,0.00884008407593,0.00792527198792,0.0110900402069,0.0153470039368,0.0111830711365,0.0152969360352,0.0251128673553,0.012465262413,0.0187110900879,0.0236070156097,0.0155183076859,0.0217969417572,0.0233089923859,0.0188169240952,0.0272481441498,0.0329279899597
2,10,4,0.00516541004181,0.00712490081787,0.0106980800629,0.00873832702637,0.012589931488,0.0212550163269,0.014675450325,0.0199160575867,0.0435450077057,0.0166378736496,0.0242240428925,0.0257291793823,0.0194876670837,0.0327301025391,0.0330200195312,0.0288150310516,0.0417881011963,0.063572883606
2,15,4,0.0060985326767,0.0091609954834,0.00925493240356,0.0118858098984,0.0180380344391,0.0194509029388,0.0182378768921,0.0286250114441,0.031925201416,0.0267988443375,0.04430103302,0.048623085022,0.0358482837677,0.0548980236053,0.056648015976,0.0407664775848,0.0624189376831,0.0708019733429
2,20,4,0.0125341892242,0.0231108665466,0.0266201496124,0.0222229003906,0.0332489013672,0.0465090274811,0.040653181076,0.0527141094208,0.124130964279,0.0470251321793,0.0738911628723,0.0765299797058,0.0567978382111,0.0892970561981,0.10141992569,0.0691693067551,0.110161066055,0.123707056046
2,25,4,0.011758351326,0.0177450180054,0.0187749862671,0.0299864292145,0.0470352172852,0.0541799068451,0.0460701942444,0.0688819885254,0.0770478248596,0.0627418041229,0.0979180335999,0.109025001526,0.0836749076843,0.141062021255,0.14355301857,0.104016089439,0.177611112595,0.180886983871
2,5,5,0.0061021566391,0.00853395462036,0.010486125946,0.00887603759766,0.0132019519806,0.0168068408966,0.0113913059235,0.0161578655243,0.0238931179047,0.0141103744507,0.0225009918213,0.0257158279419,0.0196704149246,0.0259571075439,0.0554761886597,0.021302986145,0.0323688983917,0.0384359359741
2,10,5,0.00680732727051,0.00920820236206,0.0191719532013,0.00990343093872,0.0154519081116,0.0168690681458,0.0140465736389,0.0222778320312,0.0230009555817,0.0214141130447,0.0316100120544,0.0408902168274,0.0301047563553,0.0518088340759,0.0773680210114,0.0301902532578,0.0492517948151,0.0556139945984
2,15,5,0.00751900672913,0.0107688903809,0.0132842063904,0.0146670818329,0.0216729640961,0.0267169475555,0.0223675727844,0.0344989299774,0.0373990535736,0.0307237625122,0.0488429069519,0.054053068161,0.0444897651672,0.070209980011,0.0843729972839,0.057682967186,0.0988419055939,0.108788967133
2,20,5,0.0126901388168,0.0184371471405,0.0225801467896,0.0252111673355,0.0379979610443,0.041944026947,0.0429649591446,0.0691711902618,0.0713300704956,0.0619822502136,0.0912828445435,0.12150812149,0.0704947710037,0.112406015396,0.120215892792,0.0947505712509,0.1554210186,0.164078235626
2,25,5,0.0144867658615,0.0210070610046,0.0234739780426,0.0340370416641,0.0536549091339,0.0599901676178,0.0630876779556,0.0949029922485,0.133689880371,0.0839924097061,0.14417386055,0.160599946976,0.109931015968,0.178094148636,0.198311090469,0.128323340416,0.207333803177,0.241148948669
