workers,scale,load,1 layer average time,1 layer 90th precntile,1 layer worst time, 2 layers average time,2 layers 90th precntile,2 layers worst time, 3 layers average time,3 layers 90th precntile,3 layers worst time, 4 layers average time,4 layers 90th precntile,4 layers worst time, 5 layers average time,5 layers 90th precntile,5 layers worst time, 6 layers average time,6 layers 90th precntile,6 layers worst time
7,30,4,1.12396039963,0.282503128052,10.1379859447,0.293338799477,0.528376817703,0.644418954849,0.406739115715,0.504047870636,0.52848315239,0.437179708481,0.450777053833,0.759135007858,0.622868514061,0.783336877823,0.968183994293,0.794910502434,1.29447984695,1.52270293236
7,35,5,0.927312994003,0.419422149658,7.79435706139,0.301215434074,0.558342933655,0.570463180542,0.457763147354,0.661007881165,0.983012914658,0.524026179314,0.594858169556,1.108273983,0.654041576385,0.753378868103,1.26044583321,0.779354214668,1.09137487411,1.10514092445
7,40,5,1.01466710567,0.125694036484,9.13625383377,0.265222334862,0.317000150681,0.440890073776,0.397804498672,0.5060069561,0.514405012131,0.506427693367,0.536730051041,0.685060024261,0.600965499878,0.625925779343,0.674813985825,0.787480711937,0.791682004929,1.32120299339
7,45,6,1.17288975716,0.135308980942,10.5917499065,0.279884910583,0.320838928223,0.341711044312,0.414855360985,0.482930898666,0.489187002182,0.575356960297,0.720472097397,0.763646841049,0.773666524887,0.878184080124,0.909827947617,0.842109775543,0.861387014389,0.96718788147
7,50,7,0.973493695259,0.279193162918,8.28542304039,0.318235611916,0.369994878769,0.37374997139,0.476457166672,0.522780895233,0.595059871674,0.633528995514,0.666413068771,0.78998708725,0.819117641449,0.861639022827,0.983509063721,0.995352554321,1.08894896507,1.11688613892
8,5,0,1.00320997238,0.0911269187927,9.26017189026,0.192920780182,0.238372087479,0.242447853088,0.30272231102,0.355712175369,0.369937896729,0.361486577988,0.381127119064,0.396000862122,0.477375936508,0.506268024445,0.613275051117,0.578869795799,0.705064058304,0.784368991852
8,10,1,1.06625978947,0.224429130554,9.54238009453,0.26232175827,0.407656908035,0.4304459095,0.410578155518,0.648122787476,0.653166055679,0.521181249619,0.871684074402,0.965016126633,0.65688419342,1.047768116,1.23184990883,0.869471240044,1.25508904457,1.46394705772
8,15,1,2.32623119354,0.246323108673,21.406607151,0.436984491348,0.501525163651,0.574198007584,0.662731099129,0.727369070053,0.822379112244,0.85469250679,0.882722139359,1.01021504402,1.15419261456,1.25225710869,1.50597906113,1.33626627922,1.43301391602,1.4520881176
8,20,2,1.32030661106,0.258557081223,11.8920488358,0.259291291237,0.32688999176,0.392926931381,0.343546414375,0.417404174805,0.469691038132,0.533596611023,0.623100042343,0.635456085205,0.60073029995,0.728809118271,0.755645036697,0.84436109066,1.00536203384,1.06148600578
8,25,3,1.27211096287,0.218194961548,11.5631759167,0.272908425331,0.40610909462,0.437842845917,0.421356487274,0.583320140839,0.658628940582,0.531290197372,0.629067182541,0.630841970444,0.652591013908,0.798889875412,0.989550113678,0.898292660713,1.08476686478,1.44310092926
