workers,scale,num_steps,1 layer average time,1 layer 90th precntile,1 layer worst time, 2 layers average time,2 layers 90th precntile,2 layers worst time, 3 layers average time,3 layers 90th precntile,3 layers worst time, 4 layers average time,4 layers 90th precntile,4 layers worst time, 5 layers average time,5 layers 90th precntile,5 layers worst time, 6 layers average time,6 layers 90th precntile,6 layers worst time
1,5,1,0.148606014252,0.0247709751129,1.34940385818,0.0292810440063,0.0382461547852,0.0712661743164,0.0294539928436,0.0480070114136,0.0491108894348,0.034251499176,0.0409579277039,0.043673992157,0.046150970459,0.069993019104,0.0815780162811,0.0758848905563,0.107311964035,0.15248799324
1,10,1,0.13022274971,0.0089590549469,1.23277711868,0.0151467084885,0.0157570838928,0.0184488296509,0.0228571891785,0.0246291160583,0.0287618637085,0.0284332752228,0.0309689044952,0.0327279567719,0.0385886669159,0.0379419326782,0.0747539997101,0.0430999994278,0.0514121055603,0.0550119876862
1,15,1,0.13568649292,0.0101389884949,1.28996610641,0.0163352489471,0.0225558280945,0.0242779254913,0.0270037889481,0.0472609996796,0.0478641986847,0.0378355026245,0.0473809242249,0.0842599868774,0.0384740352631,0.0376970767975,0.0677261352539,0.0490059375763,0.0482189655304,0.100257873535
1,20,1,0.104211163521,0.0160148143768,0.958297967911,0.0188390016556,0.0210330486298,0.0392777919769,0.0271428346634,0.0263390541077,0.0602939128876,0.0337430953979,0.0310678482056,0.0772240161896,0.0448003768921,0.0613439083099,0.0801482200623,0.0444525241852,0.0475120544434,0.0526390075684
1,25,1,0.101503491402,0.0162720680237,0.928753852844,0.0188216686249,0.028783082962,0.0316581726074,0.0267389297485,0.0255420207977,0.0513651371002,0.033798623085,0.0404360294342,0.0496129989624,0.0445560216904,0.0474591255188,0.0734889507294,0.0574316263199,0.0745480060577,0.103997945786
1,5,2,0.129671549797,0.0213868618011,1.16351985931,0.0304180622101,0.0329020023346,0.0436079502106,0.0472258090973,0.0602970123291,0.067626953125,0.0715463638306,0.0975439548492,0.15723490715,0.0906177997589,0.13482093811,0.184786081314,0.103813838959,0.145148038864,0.146697998047
1,10,2,0.127292656898,0.0490689277649,1.11736297607,0.0381184577942,0.055144071579,0.0835659503937,0.0543939828873,0.0732629299164,0.126814842224,0.0626795768738,0.0775461196899,0.09486079216,0.0909096240997,0.117522001266,0.121598958969,0.0882450819016,0.109872817993,0.118313074112
1,15,2,0.108041405678,0.0145628452301,0.960253000259,0.0287654876709,0.0308701992035,0.0358409881592,0.0403722763062,0.0424540042877,0.0440349578857,0.0593559026718,0.057018995285,0.10436797142,0.0690752029419,0.070611000061,0.0752060413361,0.087379026413,0.0858821868896,0.131599187851
1,20,2,0.115519952774,0.0365118980408,0.972340106964,0.0340285778046,0.0419859886169,0.0485289096832,0.0465442419052,0.0441501140594,0.0801379680634,0.0591606378555,0.0620319843292,0.0650861263275,0.0798291921616,0.0859129428864,0.126430988312,0.122562551498,0.137557029724,0.282902956009
1,25,2,0.112277030945,0.0159001350403,0.988373994827,0.0302136898041,0.0315551757812,0.0364270210266,0.0446676969528,0.045469045639,0.0517110824585,0.0711071014404,0.0830669403076,0.146894931793,0.0948310852051,0.109220981598,0.230522155762,0.10089495182,0.127429008484,0.142841815948
