workers,scale,load,1 layer average time,1 layer 90th precntile,1 layer worst time, 2 layers average time,2 layers 90th precntile,2 layers worst time, 3 layers average time,3 layers 90th precntile,3 layers worst time, 4 layers average time,4 layers 90th precntile,4 layers worst time, 5 layers average time,5 layers 90th precntile,5 layers worst time, 6 layers average time,6 layers 90th precntile,6 layers worst time
1,5,5,0.180400514603,0.0805699825287,1.20454597473,0.139224362373,0.154361963272,0.157888889313,0.234822583199,0.243630886078,0.417127847672,0.29314789772,0.322528839111,0.333925962448,0.358333659172,0.395869970322,0.426839113235,0.456599092484,0.525498151779,0.698446035385
1,10,10,0.179331994057,0.0704839229584,1.18932414055,0.144831180573,0.16123509407,0.16561794281,0.229855370522,0.241974115372,0.403338909149,0.29534201622,0.327628135681,0.328044891357,0.394431638718,0.451497077942,0.51456284523,0.443357753754,0.491739034653,0.57935500145
1,15,15,0.163100767136,0.073312997818,1.02316403389,0.14521791935,0.174144983292,0.186651945114,0.238622641563,0.258261203766,0.402657032013,0.301043462753,0.322332859039,0.438030958176,0.384643507004,0.406453132629,0.435039043427,0.455152201653,0.513893127441,0.514712095261
1,20,20,0.175559329987,0.105089902878,1.05780911446,0.155855679512,0.177916049957,0.183892011642,0.249192333221,0.271592855453,0.393458127975,0.337188196182,0.444956064224,0.482848167419,0.417997074127,0.522757053375,0.541921138763,0.473958277702,0.52622294426,0.607264041901
1,25,25,0.180720567703,0.13082408905,1.07642912865,0.156236219406,0.175310134888,0.177565813065,0.257361888885,0.30818104744,0.31058883667,0.352288889885,0.469656944275,0.491458892822,0.407590413094,0.430032968521,0.461740970612,0.483455324173,0.511898040771,0.540739059448
1,30,30,0.179712796211,0.0885539054871,1.06557393074,0.194378304482,0.236335039139,0.310621023178,0.268901491165,0.295531988144,0.379871845245,0.353673219681,0.357409000397,0.493698120117,0.439081001282,0.479044914246,0.500988006592,0.521664571762,0.554352045059,0.585036039352
1,35,35,0.193624520302,0.131880044937,1.07195687294,0.175994086266,0.18297290802,0.191069841385,0.288458204269,0.313789844513,0.319120883942,0.404938411713,0.454828977585,0.573406934738,0.488897824287,0.527499198914,0.678536891937,0.600481939316,0.640334129333,0.733500003815
1,40,40,0.198849010468,0.127026081085,1.06707501411,0.228578495979,0.247904062271,0.301595926285,0.33438398838,0.357455015182,0.472046852112,0.448587226868,0.490988016129,0.698079109192,0.576289892197,0.693417072296,0.725131034851,0.663767790794,0.71000289917,0.737034082413
1,45,45,0.216062402725,0.155385017395,1.06221604347,0.263148212433,0.315875053406,0.389545917511,0.383480834961,0.4630818367,0.507185935974,0.47783229351,0.524466991425,0.588604927063,0.611994695663,0.65793299675,0.758213043213,0.699964356422,0.721477985382,0.778606891632
1,50,50,0.227581477165,0.139292001724,1.14185190201,0.262091684341,0.25842499733,0.37869310379,0.387537193298,0.412101984024,0.41312789917,0.542346692085,0.580430030823,0.633103132248,0.704662227631,0.812915086746,0.873946905136,0.822954702377,0.837505102158,0.979204893112
2,5,2,0.315913081169,0.156255960464,2.38120388985,0.157615685463,0.163347005844,0.246731996536,0.226824235916,0.241873979568,0.254708051682,0.336594200134,0.457462072372,0.469499111176,0.417863726616,0.497498989105,0.554589986801,0.484548211098,0.491443157196,0.686568021774
2,10,5,0.306945824623,0.111352920532,2.361536026,0.189430093765,0.238937854767,0.310002088547,0.232631468773,0.262440919876,0.273910999298,0.308031201363,0.327966928482,0.333960056305,0.405065703392,0.431699991226,0.480832099915,0.507911038399,0.570420026779,0.697978973389
2,15,7,0.279289627075,0.0848670005798,2.10447597504,0.162295222282,0.194807052612,0.2045981884,0.266443896294,0.316015958786,0.328295946121,0.371132349968,0.474431037903,0.502785921097,0.396172618866,0.428731203079,0.442643880844,0.49169549942,0.51828289032,0.580435991287
2,20,10,0.647346234322,0.218286037445,4.76930499077,0.383350014687,0.423412084579,0.509799957275,0.567573404312,0.566662073135,0.728621006012,0.756409788132,0.755959033966,0.934741020203,0.948701906204,0.951240062714,1.08654093742,1.17489869595,1.32314801216,1.35110807419
2,25,12,0.652568888664,0.24964594841,4.78513717651,0.375622296333,0.405702114105,0.423431873322,0.562165331841,0.599798202515,0.736038923264,0.764878106117,0.930876016617,0.949828863144,0.990578818321,1.10840606689,1.13196992874,1.094115448,1.29325389862,1.37474799156
